companyId|loanId|createTime|org
7696581394549|293015450755793037|2022-11-08 05:45:09.836|PNC Bank
12094627905606|293015450755792983|2022-11-08 09:43:35.903|Roofstock
9895604650272|293015450755793279|2022-11-08 15:02:28.714|LendingPoint
8796093022370|293296925732503765|2022-11-09 21:07:36.822|LightStream
12094627905553|293578400709214230|2022-11-10 09:23:40.837|Upgrade
9895604650008|293578400709214237|2022-11-10 18:15:14.78|SoFi
7696581394549|293578400709214351|2022-11-10 19:05:20.067|RealtyMogul
9895604650315|293859875685925293|2022-11-11 12:44:37.725|TD Bank
14293651161294|293859875685925139|2022-11-11 17:47:56.164|Kabbage
13194139533459|294141350662635707|2022-11-12 01:36:12.755|Navy Federal Credit Union
6597069766788|294141350662635689|2022-11-12 10:03:36.058|LightStream
14293651161294|294422825639346450|2022-11-13 20:29:31.296|Avant
2199023255724|294704300616057055|2022-11-14 08:22:18.484|SoFi
10995116278119|294985775592767960|2022-11-15 17:04:36.749|BlueVine
3298534883645|295267250569478559|2022-11-16 02:59:57.595|Best Egg
13194139533597|295267250569478519|2022-11-16 10:32:34.919|Marcus by Goldman Sachs
2199023255833|295267250569478516|2022-11-16 11:02:51.439|Patch of Land
10995116278119|295267250569478618|2022-11-16 16:00:54.84|OneMain Financial
14293651161450|295548725546189277|2022-11-17 08:37:30.983|Chase Bank
7696581394565|295548725546188970|2022-11-17 19:24:33.443|Fundbox
9895604650231|295548725546189137|2022-11-17 20:56:23.197|American Express
13194139533446|295830200522899628|2022-11-18 20:26:37.765|Prosper
14293651161171|296111675499610215|2022-11-19 08:52:41.154|LendingClub
14293651161423|296674625453031864|2022-11-21 03:43:37.038|Prosper
14293651161421|296674625453031860|2022-11-21 13:15:50.074|Navy Federal Credit Union
14293651161289|296674625453031690|2022-11-21 22:47:20.765|Fundrise
14293651161171|296956100429742182|2022-11-22 22:04:43.807|American Express
9895604650151|297237575406452953|2022-11-23 07:46:33.359|Best Egg
13194139533510|297519050383163655|2022-11-24 02:53:18.07|Upgrade
14293651161323|297519050383163710|2022-11-24 04:38:21.886|Chase Bank
14293651161421|297519050383163827|2022-11-24 04:42:16.37|SunTrust
4398046511192|297519050383163498|2022-11-24 08:49:24.022|Fundbox
14293651161450|297519050383163867|2022-11-24 22:45:17.439|Prosper
13194139533448|298363475313295537|2022-11-27 01:16:22.012|State Farm Bank
12094627905646|298363475313295493|2022-11-27 06:38:15.423|RealtyMogul
9895604650238|298363475313295702|2022-11-27 08:05:47.817|Best Egg
9895604650315|298363475313295791|2022-11-27 10:17:47.823|SoFi
14293651161100|298363475313295374|2022-11-27 20:38:25.545|Upstart
2199023255568|298644950290006035|2022-11-28 01:18:54.983|Avant
