mediumId|mediumType|isBlocked|createTime|lastLoginTime|riskLevel
21990232555918|WIFI|false|2021-02-11 21:59:15.022|1643482521486|Severe risk
21990232556212|WIFI|false|2021-02-13 18:12:20.886|1668209650581|Extreme risk
21990232555830|PHONE|false|2021-02-14 07:57:24.507|1653047160055|High risk
21990232555534|WIFI|false|2021-02-14 22:08:41.977|1663698445264|Critical risk
21990232556129|IPv4|false|2021-02-15 08:51:22|1641482262821|Low risk
21990232556252|QRCode|false|2021-02-15 21:21:54.972|1628971676201|Low risk
21990232555673|RFID|false|2021-02-17 09:27:38.442|1647809834435|High risk
21990232556008|IPv4|false|2021-02-17 12:44:45.935|1620326829954|Low risk
21990232556509|IPv4|false|2021-02-20 09:00:48.325|1632299879347|Critical risk
21990232555527|MAC|false|2021-02-21 03:42:58.912|1671163088185|Moderate risk
21990232556201|QRCode|false|2021-02-21 15:02:53.695|1619003462145|Significant risk
21990232555867|ATM|false|2021-02-22 11:36:43.865|1656337007503|Extreme risk
21990232556039|NFC|false|2021-02-23 05:56:55.372|1627934643962|Critical risk
21990232556174|MAC|false|2021-02-23 12:06:16.545|1662554993565|Minimal risk
21990232556132|ATM|false|2021-02-23 12:14:13.46|1631711987204|Low risk
21990232556487|PHONE|false|2021-02-24 11:15:18.432|1648892963174|Very high risk
21990232555753|RFID|false|2021-02-26 08:43:52.99|1647492081542|Critical risk
21990232555791|QRCode|false|2021-02-26 18:11:54.464|1670883310490|Very high risk
21990232556369|ATM|false|2021-02-27 17:38:04.371|1653669995608|Critical risk
21990232556075|POS|false|2021-02-28 02:05:57.26|1629885956650|High risk
21990232556190|QRCode|false|2021-02-28 12:33:41.804|1652278099640|Severe risk
21990232555991|POS|false|2021-02-28 13:52:23.696|1649704313735|Minimal risk
21990232556042|PHONE|false|2021-02-28 21:12:12.897|1648802327469|Severe risk
21990232556397|NFC|false|2021-03-03 04:56:11.033|1665119656454|Low risk
21990232556038|WIFI|true|2021-03-04 18:26:14.689|1623924393778|Minimal risk
21990232555829|QRCode|false|2021-03-04 20:26:19.738|1618757818319|Significant risk
21990232555800|QRCode|false|2021-03-05 05:03:40.191|1641844812549|Very high risk
21990232556057|ATM|false|2021-03-05 12:16:07.646|1648574595967|Severe risk
21990232556137|IPv4|false|2021-03-06 04:05:33.329|1671356861989|Severe risk
21990232555846|MAC|false|2021-03-06 15:08:41.678|1619200970756|High risk
21990232556427|RFID|false|2021-03-08 01:42:26.426|1664666039120|Severe risk
21990232556215|NFC|false|2021-03-11 04:56:45.87|1655071002369|Extreme risk
21990232555952|NFC|false|2021-03-13 02:09:32.737|1627185473898|Severe risk
21990232556136|IPv4|false|2021-03-13 20:43:23.721|1646269233306|Low risk
21990232556385|QRCode|false|2021-03-14 20:15:07.849|1669006415084|Very high risk
21990232556372|IPv6|false|2021-03-14 21:22:37.512|1636047031181|Significant risk
21990232555732|QRCode|false|2021-03-16 11:52:14.329|1641800794042|Critical risk
21990232556114|WIFI|false|2021-03-16 12:58:58.401|1620813595493|Moderate risk
21990232555577|RFID|false|2021-03-17 02:36:16.842|1621124971589|Significant risk
21990232556516|ATM|false|2021-03-17 16:14:08.561|1630562366151|Moderate risk
21990232555804|IPv6|false|2021-03-18 04:58:28.962|1667202292755|Significant risk
21990232556491|MAC|false|2021-03-20 05:09:03.384|1628217730127|Low risk
21990232555666|MAC|false|2021-03-21 14:17:02.681|1620983526894|Very high risk
21990232556019|NFC|false|2021-03-21 14:29:21.115|1671533864230|Moderate risk
21990232555737|WIFI|false|2021-03-23 00:00:28.846|1668855489718|Critical risk
21990232556011|QRCode|false|2021-03-23 13:30:43.44|1649026160638|Severe risk
21990232555705|ATM|false|2021-03-24 03:33:29.264|1651645052420|Significant risk
21990232555555|WIFI|true|2021-03-24 10:40:15.129|1672323462594|Significant risk
21990232555661|RFID|false|2021-03-25 16:53:53.495|1654394439473|Minimal risk
21990232556247|PHONE|false|2021-03-28 10:06:32.502|1666260133777|High risk
21990232555539|PHONE|false|2021-03-28 12:14:18.718|1628343353991|Severe risk
21990232555840|ATM|false|2021-03-29 07:14:45.282|1621761447491|Minimal risk
26388279067612|MAC|false|2021-03-31 20:32:20.522|1647515329022|Severe risk
26388279067581|ATM|false|2021-04-01 17:41:50.906|1667640666367|Severe risk
26388279067229|ATM|false|2021-04-02 00:12:03.597|1659332839227|Moderate risk
26388279066802|MAC|false|2021-04-02 23:05:29.146|1629922335063|Low risk
26388279067107|WIFI|false|2021-04-03 23:00:14.546|1659596190352|Moderate risk
26388279066774|NFC|false|2021-04-05 05:30:42.145|1624820497677|Moderate risk
26388279067085|WIFI|false|2021-04-07 07:33:47.178|1621358886872|Significant risk
26388279066739|RFID|false|2021-04-08 11:05:02.254|1620630906277|Moderate risk
26388279066937|IPv6|false|2021-04-11 23:16:34.317|1646012139824|Moderate risk
26388279067601|MAC|false|2021-04-13 00:01:49.418|1621560914042|Minimal risk
26388279066632|POS|false|2021-04-13 06:19:20.553|1641056257135|Significant risk
26388279067120|PHONE|false|2021-04-13 19:20:27.986|1633254720940|Very high risk
26388279067255|ATM|false|2021-04-14 02:58:02.276|1625294693974|Minimal risk
26388279066824|NFC|false|2021-04-15 05:28:19.567|1660236921815|High risk
26388279066930|IPv4|false|2021-04-15 14:53:50.901|1643504969385|Moderate risk
26388279066724|WIFI|false|2021-04-15 19:10:44.145|1638505475063|High risk
26388279066987|ATM|false|2021-04-16 15:08:46.924|1670508387174|High risk
26388279066669|PHONE|false|2021-04-16 20:32:45.288|1626989131363|Low risk
26388279067390|NFC|false|2021-04-17 21:38:48.32|1636420358784|Severe risk
26388279067554|ATM|false|2021-04-18 22:20:14.564|1647793110128|Significant risk
26388279067181|NFC|false|2021-04-21 01:23:03.435|1652108333394|Low risk
26388279067344|QRCode|false|2021-04-23 00:37:12.26|1631516884181|Extreme risk
26388279066865|MAC|true|2021-04-23 05:58:26.498|1636889044998|Extreme risk
26388279067378|RFID|true|2021-04-24 05:13:24.252|1671411236996|Critical risk
26388279067176|WIFI|false|2021-04-25 06:29:55.457|1658936661549|High risk
26388279066912|ATM|false|2021-04-25 12:53:01.49|1619621691767|Severe risk
26388279066978|PHONE|false|2021-04-25 13:55:16.492|1625010242844|Very high risk
26388279067514|ATM|false|2021-04-26 02:58:37.974|1642769220546|Extreme risk
26388279067079|WIFI|false|2021-04-28 02:42:03.65|1620034936782|Low risk
26388279066796|IPv4|false|2021-04-29 14:43:15.196|1644936991851|Critical risk
26388279067329|MAC|false|2021-04-30 11:52:42.186|1638189665611|Significant risk
26388279066744|ATM|false|2021-04-30 18:39:18.784|1641367240351|Severe risk
26388279067445|IPv4|false|2021-05-01 20:40:18.592|1651833138227|Significant risk
26388279067082|NFC|false|2021-05-01 21:42:52.21|1644336771031|Significant risk
26388279067304|RFID|false|2021-05-02 12:50:54.882|1651438618231|Low risk
26388279067560|POS|false|2021-05-04 22:59:55.782|1636763788841|High risk
26388279067564|PHONE|true|2021-05-05 04:20:08.531|1628392913266|Critical risk
26388279067499|QRCode|false|2021-05-07 10:32:28.01|1641099252698|Low risk
26388279067589|ATM|false|2021-05-07 16:19:33.131|1667330785679|High risk
26388279067455|PHONE|false|2021-05-07 19:11:00.088|1650717345172|High risk
26388279067376|ATM|false|2021-05-08 12:12:52.171|1641780076716|Low risk
26388279067345|WIFI|false|2021-05-08 17:12:36.229|1621348655227|High risk
26388279067276|ATM|false|2021-05-08 22:05:04.941|1659429450875|Extreme risk
26388279066761|QRCode|false|2021-05-09 17:53:39.082|1623395870871|Very high risk
26388279067063|ATM|false|2021-05-09 23:13:52.884|1644522083276|Extreme risk
26388279066646|POS|false|2021-05-13 06:24:04.058|1643145567974|Severe risk
26388279067453|IPv4|false|2021-05-13 07:25:47.246|1639861510038|Moderate risk
26388279066936|MAC|false|2021-05-15 15:52:13.515|1632968934093|Low risk
26388279067598|RFID|false|2021-05-15 20:40:53.391|1641575948604|Significant risk
26388279067421|WIFI|false|2021-05-17 05:43:51.268|1621565428832|Minimal risk
26388279066680|MAC|false|2021-05-18 04:24:06.158|1652372400575|Extreme risk
26388279067283|NFC|false|2021-05-18 04:54:24.112|1659584649467|Significant risk
26388279066989|WIFI|false|2021-05-19 01:41:47.934|1638407080156|Critical risk
26388279067338|POS|false|2021-05-19 14:03:31.053|1629446890724|Extreme risk
26388279067230|PHONE|false|2021-05-19 16:08:38.553|1628824183649|Significant risk
26388279067131|MAC|false|2021-05-19 17:51:01.923|1651217415826|Minimal risk
26388279067511|RFID|false|2021-05-21 00:56:27.98|1637010533137|Significant risk
26388279066949|NFC|false|2021-05-22 03:26:43.551|1636900806649|Very high risk
26388279066760|PHONE|false|2021-05-22 11:48:40.861|1638085105173|Very high risk
26388279067251|IPv6|false|2021-05-23 17:30:42.085|1638934955497|Very high risk
26388279067408|IPv4|false|2021-05-24 01:54:28.085|1659697296765|High risk
26388279067026|WIFI|false|2021-05-26 18:05:03.494|1624802904566|Critical risk
26388279066900|PHONE|false|2021-05-26 19:37:49.58|1654151026929|Very high risk
26388279067023|QRCode|false|2021-05-27 15:28:59.459|1637304666707|Minimal risk
26388279067252|ATM|false|2021-05-28 21:50:15.495|1671453309712|Minimal risk
26388279067256|QRCode|false|2021-05-29 07:42:00.913|1665529005804|Minimal risk
26388279066801|WIFI|true|2021-05-29 16:57:35.16|1666609550881|Very high risk
26388279066932|WIFI|true|2021-05-31 18:52:00.312|1667640702743|Moderate risk
26388279067336|IPv6|false|2021-06-03 04:15:03.583|1630043168288|Low risk
26388279067549|IPv4|false|2021-06-03 21:59:12.343|1668799825982|Moderate risk
26388279067337|WIFI|false|2021-06-04 00:45:37.385|1658512237563|Severe risk
26388279067267|RFID|false|2021-06-04 11:45:13.994|1623336304227|Very high risk
26388279067221|ATM|false|2021-06-05 10:26:05.769|1650434851364|High risk
26388279067287|IPv4|false|2021-06-06 13:15:40.318|1628473942978|Critical risk
26388279067614|ATM|false|2021-06-07 07:55:59.325|1659397622657|Very high risk
26388279067551|WIFI|false|2021-06-07 11:21:29.19|1656853832654|Moderate risk
26388279067124|PHONE|true|2021-06-09 10:41:27.453|1670120258819|Severe risk
26388279066626|RFID|false|2021-06-10 15:14:06.022|1646695589177|Low risk
26388279067550|WIFI|false|2021-06-11 23:01:58.97|1659182874438|Minimal risk
30786325578104|POS|false|2021-06-15 08:53:48.807|1647792960432|Significant risk
30786325578621|NFC|false|2021-06-16 04:42:16.551|1653884387543|Significant risk
30786325578517|IPv4|false|2021-06-16 06:07:15.653|1643379024672|Low risk
30786325578701|NFC|false|2021-06-16 17:11:31.677|1639880889116|Severe risk
30786325577949|IPv4|true|2021-06-17 02:13:29.088|1634696029023|Significant risk
30786325578203|ATM|false|2021-06-17 12:21:02.443|1644034407010|Extreme risk
30786325577943|NFC|false|2021-06-17 13:24:50.78|1659101689219|Severe risk
30786325578306|RFID|false|2021-06-20 01:29:56.846|1657307632053|Low risk
30786325577876|QRCode|false|2021-06-21 00:18:33.593|1664430874420|Moderate risk
30786325578252|RFID|false|2021-06-21 09:27:41.113|1664924367976|Severe risk
30786325578446|ATM|false|2021-06-21 16:34:19.883|1642901052811|Significant risk
30786325578547|MAC|false|2021-06-22 11:31:19.871|1669482218929|Moderate risk
30786325577971|ATM|false|2021-06-24 02:04:31.107|1635597450964|Significant risk
30786325578719|WIFI|false|2021-06-25 16:15:30.516|1649254172565|Significant risk
30786325578467|WIFI|false|2021-06-26 19:07:20.074|1653447840854|Moderate risk
30786325577873|RFID|false|2021-06-26 20:33:37.524|1646866887421|Severe risk
30786325577954|QRCode|false|2021-06-26 21:19:09.534|1661914199092|Significant risk
30786325578598|WIFI|false|2021-06-27 02:54:21.841|1626663667040|Critical risk
30786325578418|PHONE|false|2021-06-27 05:39:53.269|1659821679143|Low risk
30786325578501|MAC|false|2021-06-29 12:40:30.237|1645958058223|Moderate risk
30786325578332|RFID|false|2021-07-01 08:48:27.541|1646298431319|Extreme risk
30786325577982|IPv6|false|2021-07-02 18:12:40.278|1650678801921|Severe risk
30786325578026|ATM|false|2021-07-03 10:01:32.052|1645743867439|Significant risk
30786325577923|MAC|false|2021-07-04 01:21:24.047|1633921629761|Minimal risk
30786325578416|POS|false|2021-07-04 13:48:56.235|1660145515331|Moderate risk
30786325577872|PHONE|false|2021-07-05 14:17:42.855|1670583779926|Significant risk
30786325578277|ATM|false|2021-07-07 10:12:58.191|1658256173192|Extreme risk
30786325578481|MAC|false|2021-07-07 11:09:16.024|1649965974118|Low risk
30786325577786|MAC|false|2021-07-07 11:37:40.437|1660216028857|High risk
30786325578564|PHONE|false|2021-07-07 12:06:35.405|1657882797719|Very high risk
30786325577988|ATM|false|2021-07-11 07:16:46.241|1647556696405|Low risk
30786325578305|WIFI|false|2021-07-11 21:40:32.467|1629464495754|Minimal risk
30786325578185|IPv6|true|2021-07-11 23:45:56.091|1655883033518|Severe risk
30786325577779|QRCode|false|2021-07-13 11:22:10.515|1628716662068|Minimal risk
30786325578662|WIFI|false|2021-07-14 19:49:41.51|1637108219800|Moderate risk
30786325578461|RFID|false|2021-07-17 10:36:32.254|1659879976700|Minimal risk
30786325578174|IPv4|false|2021-07-17 22:59:57.271|1647725608677|Moderate risk
30786325578110|IPv4|true|2021-07-18 02:28:35.17|1654226668853|Moderate risk
30786325578153|ATM|false|2021-07-18 10:59:33.695|1633125879250|Low risk
30786325578293|PHONE|false|2021-07-18 21:40:50.362|1639063292534|Critical risk
30786325578667|MAC|false|2021-07-19 19:43:38.413|1662059320453|Minimal risk
30786325577765|PHONE|false|2021-07-20 05:06:22.676|1639417794725|Extreme risk
30786325578107|MAC|false|2021-07-21 23:56:46.232|1629982596628|Low risk
30786325578546|ATM|false|2021-07-23 17:49:50.343|1630699432690|Minimal risk
30786325577896|IPv4|false|2021-07-24 13:11:29.668|1629805273082|Moderate risk
30786325578510|NFC|false|2021-07-25 01:36:29.033|1642075996856|Low risk
30786325578124|IPv6|false|2021-07-26 07:25:09.402|1656188935452|Very high risk
30786325577776|QRCode|false|2021-07-26 10:29:58.464|1638651630539|Minimal risk
30786325578471|PHONE|true|2021-07-29 12:19:03.748|1642215603911|Moderate risk
30786325578554|IPv4|false|2021-07-30 13:48:46.508|1667292930509|Very high risk
30786325577792|QRCode|false|2021-07-30 14:52:49.355|1631840710639|Moderate risk
30786325577803|WIFI|false|2021-07-31 02:21:27.601|1664548167752|Moderate risk
30786325577819|IPv4|false|2021-08-04 06:37:20.264|1669736637729|High risk
30786325578111|RFID|false|2021-08-05 13:06:15.753|1656066998112|Minimal risk
30786325578502|QRCode|true|2021-08-05 18:13:34.494|1647443597082|Extreme risk
30786325578347|POS|false|2021-08-07 13:37:21.444|1637832455463|Very high risk
30786325578462|POS|false|2021-08-07 18:02:08.968|1634588485698|High risk
30786325578207|PHONE|false|2021-08-08 20:52:55.705|1669662666936|Moderate risk
30786325578159|ATM|false|2021-08-09 00:32:47.198|1642640143417|High risk
30786325577860|RFID|false|2021-08-09 10:15:48.726|1633337330134|Critical risk
30786325577781|ATM|true|2021-08-11 16:50:26.024|1633689528876|Minimal risk
30786325578684|RFID|false|2021-08-13 14:21:32.303|1659871319060|High risk
30786325578374|IPv4|false|2021-08-15 03:36:14.863|1664467497933|Moderate risk
30786325577800|PHONE|false|2021-08-17 19:04:40.174|1666996928011|Severe risk
30786325577829|PHONE|false|2021-08-18 10:02:02.947|1643105364736|Significant risk
30786325578469|ATM|false|2021-08-19 14:07:58.946|1630895438699|Critical risk
30786325578478|MAC|false|2021-08-20 06:48:06.372|1640725214576|High risk
30786325578399|QRCode|false|2021-08-20 06:50:30.001|1641344185015|Critical risk
30786325577939|WIFI|false|2021-08-21 06:12:48.529|1646557261119|High risk
30786325578336|NFC|true|2021-08-21 12:47:04.167|1633822370574|High risk
30786325578450|IPv6|false|2021-08-22 22:13:58.477|1637122693251|Minimal risk
30786325578694|WIFI|false|2021-08-25 07:39:48.273|1669454561460|Extreme risk
30786325578445|WIFI|false|2021-08-25 23:24:49.867|1647143725362|High risk
30786325578297|QRCode|false|2021-08-27 01:08:43.34|1637713736639|Critical risk
30786325578587|IPv6|false|2021-08-27 12:24:06.258|1664854379041|Severe risk
30786325577799|WIFI|true|2021-08-27 20:52:50.915|1651686461192|Extreme risk
35184372088871|ATM|false|2021-08-28 06:25:08.083|1646584537274|Severe risk
35184372089042|IPv6|false|2021-08-29 13:14:59.979|1664090787123|Severe risk
35184372089241|RFID|false|2021-08-29 18:53:39.995|1668660110832|Very high risk
35184372089260|MAC|true|2021-08-30 07:09:18.559|1645184692296|Very high risk
35184372088924|IPv6|false|2021-08-30 19:16:58.8|1649674645199|Minimal risk
35184372089644|PHONE|false|2021-09-02 19:54:16.765|1638792518436|Low risk
35184372088920|ATM|false|2021-09-03 16:37:44.999|1660891369610|Minimal risk
35184372089560|ATM|false|2021-09-05 04:06:34.831|1639699463110|Minimal risk
35184372089363|MAC|false|2021-09-05 07:09:12.054|1668174936676|Minimal risk
35184372089029|ATM|false|2021-09-06 19:42:50.913|1652278054109|Moderate risk
35184372089804|POS|false|2021-09-08 23:20:33.478|1650582881722|Moderate risk
35184372089407|MAC|false|2021-09-09 09:57:43.442|1664338095323|Very high risk
35184372089300|QRCode|false|2021-09-09 12:05:58.477|1639036631232|High risk
35184372089692|MAC|false|2021-09-11 06:38:53.284|1634493007224|Moderate risk
35184372089419|QRCode|false|2021-09-14 08:08:13.588|1669656339338|Severe risk
35184372089063|PHONE|false|2021-09-14 10:17:15.201|1647724622859|Very high risk
35184372089783|QRCode|false|2021-09-14 20:03:02.889|1658766913751|Severe risk
35184372089048|PHONE|false|2021-09-15 00:44:20.842|1646185151692|Very high risk
35184372088979|PHONE|false|2021-09-17 15:15:26.909|1638173983786|High risk
35184372089675|PHONE|false|2021-09-18 20:01:03.657|1649112794820|Significant risk
35184372088953|IPv4|false|2021-09-19 04:31:56.912|1667530449483|Low risk
35184372089445|WIFI|false|2021-09-19 11:56:38.912|1659600738656|Significant risk
35184372089640|RFID|false|2021-09-22 03:40:09.194|1661542926735|Extreme risk
35184372089417|RFID|false|2021-09-22 10:44:55.198|1643216645084|Critical risk
35184372089148|RFID|false|2021-09-23 19:40:21.71|1646931304626|Very high risk
35184372089226|MAC|false|2021-09-23 23:24:40.932|1660223451255|Severe risk
35184372089825|IPv4|false|2021-09-24 06:13:40.662|1640604475000|Low risk
35184372089076|IPv6|false|2021-09-25 03:01:52.011|1667121248974|Very high risk
35184372089753|RFID|false|2021-09-26 20:22:38.543|1671076136872|High risk
35184372088916|QRCode|false|2021-09-27 03:40:46.121|1648115809553|Significant risk
35184372089490|MAC|false|2021-09-27 05:07:18.891|1642104073829|Severe risk
35184372089174|QRCode|false|2021-09-27 19:06:14.989|1655699661882|Low risk
35184372089561|QRCode|false|2021-09-28 01:47:43.972|1642963669420|Moderate risk
35184372089784|IPv4|false|2021-09-28 04:40:07.849|1672522024329|Very high risk
35184372088878|IPv6|true|2021-09-30 23:06:41.781|1667474748618|Moderate risk
35184372089074|WIFI|false|2021-10-01 01:59:20.572|1648189480933|Severe risk
35184372089669|ATM|false|2021-10-01 04:41:19.196|1649513441595|Minimal risk
35184372088836|RFID|false|2021-10-01 11:43:15.191|1649679204225|Severe risk
35184372089167|MAC|false|2021-10-03 23:24:26.543|1646977514710|Very high risk
35184372089827|RFID|false|2021-10-05 13:49:33.151|1654274094296|Very high risk
35184372089461|IPv4|false|2021-10-05 19:26:11.456|1663275101772|Low risk
35184372089321|IPv6|false|2021-10-07 03:32:26.323|1637205536651|Minimal risk
35184372089418|WIFI|false|2021-10-07 18:50:48.674|1635460859494|Low risk
35184372089568|QRCode|false|2021-10-09 20:30:54.78|1658602032069|Significant risk
35184372088935|WIFI|false|2021-10-13 16:51:16.371|1652279151265|Very high risk
35184372089596|RFID|false|2021-10-14 17:56:53.493|1666513314754|Minimal risk
35184372089259|PHONE|false|2021-10-15 05:45:51.458|1660851000648|Critical risk
35184372089404|MAC|false|2021-10-15 14:08:39.159|1671772523472|Very high risk
35184372088874|NFC|false|2021-10-15 14:44:39.243|1646395172285|Extreme risk
35184372089091|QRCode|false|2021-10-15 15:35:20.97|1653168110886|Moderate risk
35184372089243|PHONE|false|2021-10-16 11:17:43.511|1638813319438|Moderate risk
35184372088994|RFID|false|2021-10-17 23:28:45.613|1666905714578|High risk
35184372089752|PHONE|false|2021-10-19 08:00:47.856|1658975412689|Very high risk
35184372089496|QRCode|false|2021-10-20 14:05:56.129|1641193890935|Extreme risk
35184372089171|WIFI|false|2021-10-21 03:28:05.147|1639352196229|Minimal risk
35184372089667|IPv4|false|2021-10-21 08:51:10.952|1635488395847|Very high risk
35184372089481|POS|false|2021-10-22 08:18:45.814|1643532291707|Extreme risk
35184372089779|ATM|false|2021-10-23 20:02:10.776|1666257159598|Severe risk
35184372088945|IPv4|false|2021-10-24 01:29:10.132|1655554966136|Low risk
35184372089066|RFID|false|2021-10-26 14:31:23.669|1646806987954|Severe risk
35184372089609|QRCode|false|2021-10-26 19:12:53.596|1653745157968|Low risk
35184372089273|WIFI|false|2021-10-27 07:29:48.456|1653237763483|Extreme risk
35184372089196|ATM|false|2021-10-30 06:07:42.841|1645586654170|Low risk
35184372089304|PHONE|false|2021-10-30 11:09:45.808|1671156945562|Extreme risk
35184372089750|MAC|false|2021-10-30 20:07:28.476|1649786141100|Very high risk
35184372089617|POS|false|2021-10-30 22:16:45.725|1649661812099|Moderate risk
35184372089540|ATM|false|2021-11-02 03:04:07.004|1653937923348|Severe risk
35184372089660|QRCode|false|2021-11-04 03:17:41.15|1643907943097|High risk
35184372089814|NFC|false|2021-11-04 19:28:20.259|1664599580799|Minimal risk
35184372089543|PHONE|false|2021-11-05 16:06:33.7|1655056895600|Severe risk
35184372089327|IPv4|false|2021-11-06 22:32:17.886|1641452761484|Low risk
35184372089297|WIFI|false|2021-11-07 01:37:09.681|1672111208401|Critical risk
35184372089713|IPv4|false|2021-11-08 06:12:03.103|1671949385828|Severe risk
35184372089090|ATM|false|2021-11-08 14:34:23.173|1640688443122|Significant risk
35184372089790|PHONE|false|2021-11-09 19:52:59.199|1660599264620|Severe risk
35184372089780|ATM|false|2021-11-10 10:23:31.961|1643661844637|High risk
39582418600634|IPv4|false|2021-11-11 22:45:27.154|1652170495648|Severe risk
39582418600276|POS|true|2021-11-12 19:12:39.128|1646630181636|Minimal risk
39582418600800|RFID|false|2021-11-15 07:16:19.745|1644229269533|Moderate risk
39582418600001|POS|false|2021-11-16 10:08:32.694|1671439658314|Critical risk
39582418599974|NFC|false|2021-11-20 05:17:25.691|1643927808987|High risk
39582418600627|ATM|false|2021-11-21 02:09:10.755|1650129253385|Significant risk
39582418600219|RFID|false|2021-11-21 05:38:12.848|1672395162554|Severe risk
39582418600885|WIFI|false|2021-11-22 07:03:09.732|1668039713563|Severe risk
39582418600064|PHONE|false|2021-11-22 12:33:58.107|1647804614701|Minimal risk
39582418600274|RFID|false|2021-11-26 02:51:27.986|1671232858402|Very high risk
39582418600450|RFID|false|2021-11-26 05:21:00.739|1659597293542|Moderate risk
39582418600554|WIFI|false|2021-11-29 06:44:56.069|1656906945990|Significant risk
39582418600698|PHONE|false|2021-11-29 14:04:42.734|1666829205469|Extreme risk
39582418600122|RFID|false|2021-12-02 03:05:33.715|1672488147636|Minimal risk
39582418600127|NFC|false|2021-12-03 07:39:06.155|1641619766143|Severe risk
39582418600756|NFC|true|2021-12-04 10:26:46.967|1666522696722|Very high risk
39582418600807|WIFI|false|2021-12-05 07:16:40.531|1671939723616|Critical risk
39582418600898|WIFI|false|2021-12-05 10:32:22.062|1654835347480|Low risk
39582418600603|WIFI|false|2021-12-06 11:41:21.215|1642707438259|Extreme risk
39582418600209|WIFI|false|2021-12-06 22:36:29.974|1663650372676|Critical risk
39582418600735|WIFI|false|2021-12-07 12:03:07.603|1654081028179|Very high risk
39582418600638|PHONE|false|2021-12-11 04:08:34.934|1648714999053|Critical risk
39582418600889|MAC|false|2021-12-13 07:43:35.736|1665273258770|Minimal risk
39582418600506|POS|false|2021-12-13 19:23:00.043|1645592857198|Moderate risk
39582418600078|POS|false|2021-12-14 20:24:13.624|1645435060810|Minimal risk
39582418600158|WIFI|false|2021-12-15 17:50:18.912|1643751212539|Low risk
39582418600814|IPv6|false|2021-12-16 01:05:06.769|1668722322928|Minimal risk
39582418600033|NFC|false|2021-12-16 01:47:43.458|1669721172950|Low risk
39582418600558|MAC|false|2021-12-18 17:51:22.779|1646508579879|Very high risk
39582418600810|QRCode|false|2021-12-19 00:02:28.616|1659003955895|Severe risk
39582418600055|IPv6|false|2021-12-19 14:11:56.369|1645217667016|Severe risk
39582418600310|PHONE|false|2021-12-21 19:15:10.999|1663468012007|High risk
39582418600768|RFID|false|2021-12-23 00:28:33.744|1644402442099|Minimal risk
39582418600728|NFC|false|2021-12-23 13:18:39.27|1648237204030|Low risk
39582418600387|RFID|false|2021-12-25 04:43:10.959|1651230621536|Extreme risk
39582418600848|QRCode|false|2021-12-25 09:08:43.298|1666450744200|Extreme risk
39582418600551|IPv4|false|2021-12-26 12:48:06.081|1671540538642|Significant risk
39582418600895|NFC|false|2021-12-27 11:19:06.032|1663166299465|Very high risk
39582418600378|IPv6|false|2021-12-27 15:55:13.587|1649972451379|Extreme risk
39582418600260|POS|false|2021-12-27 23:32:19.938|1659978416280|Low risk
39582418600227|RFID|false|2021-12-28 12:25:45.71|1645238247780|Critical risk
39582418600342|RFID|false|2021-12-28 17:28:05.194|1668726183306|Critical risk
39582418600790|NFC|false|2021-12-29 06:49:58.099|1670263941185|Significant risk
39582418600144|IPv4|false|2021-12-30 19:45:06.585|1660257940207|High risk
39582418600586|ATM|false|2022-01-01 23:31:50.874|1645427011837|Low risk
39582418600667|NFC|false|2022-01-02 18:36:22.757|1664826407746|Significant risk
39582418600472|WIFI|false|2022-01-03 21:17:56.608|1654284037475|High risk
39582418599947|MAC|false|2022-01-04 01:09:22.438|1645772385680|Significant risk
39582418600742|IPv6|false|2022-01-07 19:53:34.816|1645311653375|Low risk
39582418600890|QRCode|false|2022-01-10 03:00:17.325|1659033827769|Severe risk
39582418600469|IPv4|false|2022-01-11 06:15:11.877|1655083859793|Very high risk
39582418599964|MAC|false|2022-01-11 10:41:18.071|1647089289722|Significant risk
39582418600727|POS|false|2022-01-12 17:34:24.534|1660246515980|Minimal risk
39582418600297|PHONE|false|2022-01-12 19:57:38.113|1658123079892|Minimal risk
39582418599960|IPv6|false|2022-01-14 13:43:13.316|1664664516162|Low risk
39582418600337|MAC|false|2022-01-14 15:24:22.476|1658149345842|Moderate risk
39582418600468|IPv6|false|2022-01-16 02:25:48.849|1653225092564|High risk
39582418600451|IPv6|false|2022-01-17 03:35:07.546|1644516513197|Extreme risk
39582418600510|QRCode|false|2022-01-19 21:22:04.954|1662385041884|Very high risk
39582418600896|IPv6|false|2022-01-20 02:41:36.331|1651545760176|Significant risk
39582418600497|IPv6|false|2022-01-21 08:12:26.588|1653404206140|Low risk
39582418600294|IPv4|false|2022-01-23 12:18:30.722|1667749085133|Minimal risk
39582418600784|MAC|false|2022-01-25 14:03:44.704|1656229952259|Minimal risk
43980465111677|POS|false|2022-01-26 07:18:59.061|1655352667826|Critical risk
43980465111108|MAC|false|2022-01-26 17:25:11.76|1668850498165|Severe risk
43980465111052|QRCode|false|2022-01-27 11:42:15.501|1646799269973|Extreme risk
43980465111674|MAC|false|2022-01-28 21:15:09.217|1653902195144|Severe risk
43980465111524|NFC|false|2022-01-30 08:03:33.01|1664840573486|Significant risk
43980465111716|PHONE|false|2022-02-01 20:21:34.701|1647038429052|Minimal risk
43980465111457|RFID|false|2022-02-02 02:52:55.683|1666569582162|Critical risk
