personId|loanId|createTime|org
2199023256258|4843902874213680045|2022-04-05 20:54:01.292|American Express
17592186044431|4843902874213679127|2022-04-06 01:45:34.61|SoFi
2199023256212|4843902874213679991|2022-04-06 06:44:03.659|PNC Bank
15393162789558|4843902874213680032|2022-04-06 17:29:23.364|American Express
13194139533481|4844184349190390009|2022-04-07 10:25:49.875|RealtyMogul
15393162789365|4844184349190390436|2022-04-07 11:05:05.235|TD Bank
15393162789296|4844184349190390348|2022-04-07 12:10:10.444|Prosper
13194139534054|4844465824167101398|2022-04-08 04:29:58.083|LendingPoint
6597069766803|4844465824167100629|2022-04-08 13:31:57.636|Rocket Loans
30|4844747299143811125|2022-04-09 00:35:29.486|Fundrise
2199023256301|4844747299143812067|2022-04-09 00:44:07.208|TD Bank
19791209300537|4844747299143811843|2022-04-09 06:23:43.666|Bank of America
6597069766895|4844747299143811407|2022-04-09 14:27:39.718|Roofstock
8796093022214|4845028774120521738|2022-04-10 02:54:25.633|OneMain Financial
17592186044846|4845028774120522310|2022-04-10 03:20:47.671|Marcus by Goldman Sachs
19791209300393|4845028774120522300|2022-04-10 17:34:00.816|Funding Circle
17592186045014|4845310249097233201|2022-04-11 12:44:18.197|Prosper
17592186045187|4845310249097233421|2022-04-11 17:03:02.577|Capital One
19791209300393|4845591724073943609|2022-04-12 05:10:18.77|LightStream
13194139533553|4845591724073943383|2022-04-12 13:35:34.282|LightStream
15393162789261|4845591724073943567|2022-04-12 14:49:45.673|LendingClub
6597069766903|4846154674027364707|2022-04-14 15:05:48.637|LendingClub
17592186045187|4846436149004076047|2022-04-15 08:23:48.636|LendingClub
17592186045013|4846717623980786480|2022-04-15 23:24:01.975|Marcus by Goldman Sachs
4398046511622|4846999098957497020|2022-04-17 01:33:25.31|TD Bank
24189255811388|4847280573934207407|2022-04-18 11:29:16.382|Navy Federal Credit Union
19791209300324|4847562048910918098|2022-04-19 05:54:07.625|Citibank
13194139533901|4847843523887629096|2022-04-20 08:19:43.67|OnDeck
19791209300552|4847843523887629085|2022-04-20 11:52:31.973|Earnest
10995116278547|4848406473841050652|2022-04-22 08:37:56.393|Fundrise
24189255811576|4848687948817760934|2022-04-23 01:15:18.003|Upstart
2199023256128|4849250898771182354|2022-04-25 01:12:46.167|Chase Bank
19791209300020|4849532373747892309|2022-04-26 10:13:06.701|Chase Bank
8796093022574|4849532373747892707|2022-04-26 12:34:11.91|Fundrise
17592186045137|4849532373747893185|2022-04-26 14:11:26.302|Fundbox
21990232556250|4850095323701314504|2022-04-27 19:25:52.253|RealtyMogul
24189255811152|4850095323701313661|2022-04-27 19:57:44.892|PNC Bank
21990232555822|4850095323701313956|2022-04-28 06:15:40.619|Discover
8796093022693|4850095323701314182|2022-04-28 15:35:32.664|Capital One
17592186044500|4850658273654734979|2022-04-29 23:29:07.892|Earnest
2199023255900|4850658273654735309|2022-04-30 01:39:15.796|State Farm Bank
10995116278168|4851221223608156705|2022-05-02 01:10:01.578|Upstart
15393162789372|4851784173561578156|2022-05-04 03:38:45.506|Bank of America
6597069767178|4851784173561578177|2022-05-04 11:33:25.26|Marcus by Goldman Sachs
17592186044486|4852628598491709550|2022-05-06 19:54:18.267|Upgrade
6597069766722|4852628598491709543|2022-05-06 20:47:19.292|Fundrise
13194139533667|4852628598491709905|2022-05-07 03:52:28.988|Chase Bank
24189255811527|4852910073468420714|2022-05-07 21:22:32.222|Navy Federal Credit Union
21990232555533|4853191548445130774|2022-05-09 06:59:00.692|Best Egg
17592186044500|4853473023421841538|2022-05-10 07:34:27.701|Patch of Land
13194139533907|4854035973375263532|2022-05-12 15:16:19.897|OneMain Financial
2199023256011|4854317448351973998|2022-05-13 15:32:48.216|Fundbox
17592186044817|4854598923328684563|2022-05-14 01:25:38.773|SunTrust
15393162789372|4854598923328684715|2022-05-14 06:33:31.127|Best Egg
21990232556067|4854598923328684770|2022-05-14 18:22:21.644|Fundbox
8796093022546|4854880398305395134|2022-05-15 00:37:07.519|Chase Bank
21990232556287|4854880398305395719|2022-05-15 00:57:33.32|Upstart
21990232555896|4855161873282105848|2022-05-15 23:05:16.47|Citibank
15393162789311|4855161873282105945|2022-05-16 07:35:15.087|Earnest
21990232556268|4855443348258816993|2022-05-17 09:32:25.59|RealtyMogul
6597069767178|4855724823235527362|2022-05-18 14:23:04.545|LightStream
17592186044545|4856006298212237506|2022-05-19 10:20:13.437|SunTrust
15393162789435|4856287773188948744|2022-05-19 20:05:27.044|Rocket Loans
648|4856287773188948837|2022-05-20 09:00:05.354|Navy Federal Credit Union
6597069767142|4856287773188948616|2022-05-20 11:05:02.07|Upstart
2199023255742|4856287773188948245|2022-05-20 18:46:59.571|Fundrise
6597069767047|4856569248165659145|2022-05-21 08:21:32.428|Wells Fargo
769|4857132198119080971|2022-05-23 06:11:46.651|Peerform
13194139533372|4857413673095790689|2022-05-24 14:55:14.862|US Bank
8796093022629|4857976623049212469|2022-05-26 03:43:55.071|Discover
21990232555701|4857976623049212168|2022-05-26 05:20:02.359|Citibank
6597069767243|4858258098025923362|2022-05-27 06:28:10.817|Chase Bank
19791209300552|4858258098025923358|2022-05-27 12:45:08.738|Bank of America
13194139533690|4858539573002633722|2022-05-27 20:06:54.773|PNC Bank
646|4858539573002634083|2022-05-28 08:47:59.747|BlueVine
15393162788890|4858821047979343917|2022-05-29 01:09:36.657|Funding Circle
4398046511689|4858821047979344672|2022-05-29 01:27:20.342|Fundbox
10995116278188|4858821047979344451|2022-05-29 01:28:42.15|Marcus by Goldman Sachs
4398046511149|4858821047979343945|2022-05-29 12:06:17.565|Discover
2199023255742|4858821047979344147|2022-05-29 18:04:53.081|Marcus by Goldman Sachs
21990232555539|4859102522956054558|2022-05-30 10:46:12.416|RealtyMogul
21990232555740|4859383997932765496|2022-05-31 11:25:35.109|Bank of America
24189255811161|4859665472909475980|2022-06-01 01:27:58.372|Bank of America
19791209300726|4859665472909476858|2022-06-01 07:14:04.969|Bank of America
21990232555725|4859665472909476134|2022-06-01 08:08:04.172|Prosper
2199023256011|4859946947886187117|2022-06-01 22:33:03.122|OneMain Financial
21990232556067|4859946947886187232|2022-06-02 09:26:46.225|Kabbage
10995116277978|4860228422862897461|2022-06-03 06:28:42.995|Capital One
13194139533690|4860228422862897659|2022-06-03 06:42:37.95|Peerform
8796093022214|4860509897839607819|2022-06-04 03:26:02.52|BlueVine
10995116278272|4860791372816319156|2022-06-05 04:41:45.319|SunTrust
4398046511553|4861072847793029729|2022-06-06 00:16:55.903|Peerform
24189255811665|4861072847793029930|2022-06-06 05:12:14.621|Best Egg
10995116278188|4861072847793029701|2022-06-06 08:28:59.926|Rocket Loans
15393162789600|4861354322769740749|2022-06-07 14:24:57.429|Navy Federal Credit Union
15393162789477|4861354322769740612|2022-06-07 14:33:23.355|Fundrise
8796093022774|4861635797746451199|2022-06-08 04:18:03.607|Prosper
8796093022236|4861635797746450482|2022-06-08 06:39:02.216|LightStream
17592186044486|4861635797746450543|2022-06-08 08:42:08.755|Funding Circle
24189255811125|4861635797746450519|2022-06-08 13:10:35.692|RealtyMogul
21990232555616|4861635797746450579|2022-06-08 14:42:24.372|US Bank
17592186044974|4861917272723161848|2022-06-09 00:14:05.725|Kabbage
17592186045162|4862198747699872732|2022-06-09 20:33:09.705|Fundrise
601|4862761697653293877|2022-06-12 03:29:31.352|RealtyMogul
21990232556146|4862761697653293904|2022-06-12 15:13:38.192|Patch of Land
24189255811568|4862761697653293719|2022-06-12 18:43:53.385|OneMain Financial
8796093022747|4863043172630004437|2022-06-13 03:38:21.162|Earnest
15393162789311|4863043172630004316|2022-06-13 12:02:36.39|TD Bank
19791209300226|4863606122583425397|2022-06-14 20:00:34.918|Navy Federal Credit Union
21990232555887|4863606122583425511|2022-06-15 02:09:43.038|BlueVine
646|4863887597560136548|2022-06-16 01:56:37.018|LendingClub
2199023256301|4863887597560136674|2022-06-16 13:21:35.023|Capital One
10995116277915|4864169072536846566|2022-06-17 03:12:25.09|Fundbox
17592186045140|4864169072536847300|2022-06-17 07:56:12.145|State Farm Bank
19791209300070|4864450547513557149|2022-06-18 03:51:04.465|Upgrade
10995116278005|4864450547513557344|2022-06-18 05:24:08.286|Discover
21990232555848|4864732022490268084|2022-06-19 14:37:17.158|Rocket Loans
13194139533696|4865013497466978816|2022-06-19 20:57:16.296|Best Egg
8796093022546|4865013497466978752|2022-06-20 10:45:30.678|Discover
19791209300657|4865013497466979227|2022-06-20 15:48:43.89|US Bank
24189255811135|4865294972443689060|2022-06-21 15:06:10.408|Roofstock
17592186044575|4865576447420399854|2022-06-22 11:13:50.211|LendingPoint
24189255811414|4865576447420400068|2022-06-22 19:30:27.507|RealtyMogul
17592186044516|4866139397373821082|2022-06-24 01:12:04.177|PNC Bank
21990232555744|4866139397373821243|2022-06-24 18:42:47.457|Navy Federal Credit Union
24189255811533|4866420872350532209|2022-06-24 22:51:49.447|Patch of Land
2199023256309|4866702347327243257|2022-06-25 23:08:42.384|State Farm Bank
21990232555853|4866702347327242681|2022-06-26 14:26:35.26|Earnest
24189255811533|4866983822303953522|2022-06-27 05:02:04.485|LendingPoint
24189255811333|4867265297280663931|2022-06-27 20:44:34.87|Wells Fargo
642|4867546772257375071|2022-06-29 03:37:16.646|American Express
19791209300727|4867828247234085883|2022-06-29 23:03:16.962|Chase Bank
19791209300379|4867828247234085415|2022-06-30 06:18:35.387|LendingClub
21990232556146|4868109722210796370|2022-07-01 04:02:34.166|Best Egg
185|4868109722210795791|2022-07-01 13:51:03.707|Fundbox
15393162789477|4868391197187507009|2022-07-02 04:00:52.635|Prosper
19791209300622|4868391197187507054|2022-07-02 11:10:41.054|OnDeck
21990232555744|4868391197187506494|2022-07-02 11:48:15.107|SunTrust
19791209300551|4868672672164217627|2022-07-03 04:53:42.243|US Bank
21990232555896|4868672672164217333|2022-07-03 06:13:47.943|TD Bank
15393162789643|4868672672164217879|2022-07-03 08:51:08.939|PNC Bank
6597069766847|4868672672164217111|2022-07-03 09:25:48.982|SunTrust
24189255811135|4868672672164216933|2022-07-03 15:53:29.094|LightStream
17592186044664|4868672672164217190|2022-07-03 18:07:37.563|Marcus by Goldman Sachs
21990232555887|4868954147140927976|2022-07-03 21:11:29.222|LendingClub
15393162789600|4868954147140928460|2022-07-04 08:10:35.721|OneMain Financial
17592186044516|4869235622117638297|2022-07-05 00:00:44.708|Roofstock
6597069766712|4869235622117638236|2022-07-05 02:22:44.658|LendingClub
21990232556261|4869235622117639124|2022-07-05 08:03:18.731|Marcus by Goldman Sachs
15393162789200|4869235622117638589|2022-07-05 12:29:15.374|RealtyMogul
21990232555853|4869517097094349242|2022-07-06 07:30:18.239|American Express
21990232555944|4869798572071060024|2022-07-07 04:01:42.851|Discover
21990232556287|4870080047047771144|2022-07-08 01:16:46.374|State Farm Bank
8796093022409|4870361522024481058|2022-07-09 03:00:22.222|Marcus by Goldman Sachs
8796093022354|4870361522024480980|2022-07-09 07:25:39.792|Avant
24189255811568|4870361522024481433|2022-07-09 11:08:00.548|LendingPoint
315|4870924471977902510|2022-07-10 20:21:32.309|RealtyMogul
372|4870924471977902577|2022-07-10 22:14:00.26|LightStream
21990232555688|4870924471977902327|2022-07-10 22:46:42.984|Navy Federal Credit Union
8796093022416|4870924471977902376|2022-07-11 15:56:26.546|Bank of America
19791209300707|4870924471977903057|2022-07-11 19:15:28.705|Patch of Land
2199023255808|4871205946954613105|2022-07-12 07:26:31.781|Bank of America
17592186044545|4871205946954612931|2022-07-12 09:22:07.523|Rocket Loans
17592186045172|4871205946954613751|2022-07-12 19:13:47.102|LendingClub
13194139533843|4871487421931324107|2022-07-13 03:56:11.354|LendingPoint
13194139533553|4871487421931323734|2022-07-13 14:40:12.319|Upgrade
6597069766803|4871768896908034264|2022-07-13 20:42:20.868|Marcus by Goldman Sachs
2199023256210|4872050371884745586|2022-07-15 02:25:29.101|State Farm Bank
24189255811135|4872050371884744802|2022-07-15 12:49:59.13|Rocket Loans
4398046511240|4872331846861455558|2022-07-16 14:02:12.432|Fundbox
44|4872613321838166087|2022-07-16 23:30:48.722|LendingPoint
10995116277974|4872894796814876975|2022-07-18 01:24:09.517|Marcus by Goldman Sachs
21990232555660|4872894796814876880|2022-07-18 04:26:50.71|LendingPoint
10995116278421|4872894796814877566|2022-07-18 19:37:36.017|Best Egg
21990232555623|4873176271791587486|2022-07-18 21:20:45.311|Patch of Land
26388279066799|4873176271791587585|2022-07-19 06:11:58.626|SunTrust
13194139533556|4873457746768298334|2022-07-19 21:56:20.99|SoFi
4398046511274|4873457746768298235|2022-07-20 03:10:43.261|Fundrise
17592186045172|4873457746768298997|2022-07-20 09:26:55.82|Upstart
8796093022940|4873457746768298954|2022-07-20 20:10:29.592|LendingPoint
21990232556108|4874020696721720102|2022-07-21 22:19:20.886|US Bank
24189255811686|4874020696721720134|2022-07-21 23:15:16.318|Avant
10995116278182|4874020696721719862|2022-07-22 00:31:26.068|Fundbox
24189255811170|4874020696721719447|2022-07-22 01:18:26.25|LendingPoint
10995116278510|4874020696721720296|2022-07-22 18:24:57.592|Bank of America
19791209300657|4874302171698430876|2022-07-23 04:55:26.477|Capital One
2199023255742|4874583646675140886|2022-07-23 23:51:07.998|SunTrust
26388279067115|4874583646675141267|2022-07-24 09:09:13.901|Kabbage
24189255811565|4874583646675141269|2022-07-24 15:41:03.015|Capital One
21990232555607|4874865121651851401|2022-07-25 03:35:09.115|Fundrise
24189255811283|4874865121651851566|2022-07-25 06:27:39.439|Upstart
19791209300020|4875428071605272659|2022-07-27 09:53:48.409|Fundrise
21990232555555|4876272496535404603|2022-07-29 23:39:47.18|PNC Bank
15393162789118|4876272496535404909|2022-07-30 00:11:53.41|Capital One
2199023255746|4876272496535404824|2022-07-30 01:09:00.327|TD Bank
21990232555831|4876272496535404972|2022-07-30 20:35:47.764|Kabbage
8796093022566|4876553971512115671|2022-07-31 00:40:26.993|Patch of Land
21990232556108|4876553971512116005|2022-07-31 16:13:28.009|SoFi
6597069766803|4876835446488826070|2022-08-01 03:26:38.754|State Farm Bank
4398046511622|4876835446488826557|2022-08-01 04:28:50.281|OneMain Financial
19791209300522|4876835446488826610|2022-08-01 05:56:02.711|LendingClub
24189255811161|4877116921465536651|2022-08-02 00:43:22.911|Earnest
21990232555887|4877116921465536997|2022-08-02 00:49:32.904|Upstart
26388279067115|4877116921465537172|2022-08-02 05:00:57.217|Upstart
24189255811106|4877398396442247225|2022-08-03 06:41:03.952|Kabbage
19791209300630|4877398396442248063|2022-08-03 10:24:34.525|Avant
24189255811576|4877679871418958503|2022-08-04 04:15:11.458|SunTrust
8796093022698|4877961346395669136|2022-08-05 03:04:43.717|Chase Bank
26388279066709|4878242821372379269|2022-08-06 19:09:30.323|SoFi
15393162788906|4878524296349089857|2022-08-07 11:47:38.533|Capital One
21990232555659|4878805771325800652|2022-08-07 21:16:46.552|Upstart
26388279067274|4878805771325801320|2022-08-07 22:41:29.427|Avant
6597069767198|4878805771325801177|2022-08-07 23:48:30.977|TD Bank
6597069766911|4878805771325800816|2022-08-08 19:16:00.58|SunTrust
21990232555659|4879650196255932622|2022-08-11 17:08:48.798|SunTrust
8796093022416|4879931671232643367|2022-08-11 22:36:56.254|Upgrade
24189255811812|4879931671232644051|2022-08-12 11:45:26.918|Earnest
13194139534054|4879931671232644053|2022-08-12 13:39:04.241|TD Bank
24189255811568|4879931671232643734|2022-08-12 15:46:21.275|Discover
24189255811412|4879931671232643522|2022-08-12 16:53:31.851|Chase Bank
24189255811161|4880213146209353866|2022-08-13 06:22:45.723|Discover
21990232555743|4880213146209354042|2022-08-13 06:56:49.665|LightStream
26388279067041|4880213146209354288|2022-08-13 10:38:51.88|Capital One
13194139533426|4880213146209353899|2022-08-13 12:43:33.249|Citibank
21990232556268|4880494621186065375|2022-08-13 23:48:47.835|Earnest
26388279067293|4880494621186065287|2022-08-14 04:13:19.657|OnDeck
15393162789296|4880494621186064973|2022-08-14 15:24:55.794|Roofstock
769|4880776096162776074|2022-08-15 01:05:44.152|SunTrust
4398046511393|4880776096162775448|2022-08-15 08:45:31.083|Rocket Loans
15393162789629|4881057571139486724|2022-08-15 23:04:06.383|OneMain Financial
19791209300630|4881057571139486593|2022-08-16 20:10:30.394|SunTrust
21990232555647|4881339046116196541|2022-08-17 02:11:21.428|Prosper
263|4881901996069618045|2022-08-19 20:15:37.975|Upgrade
21990232556070|4882183471046329063|2022-08-19 21:09:57.408|Peerform
26388279067010|4882183471046328834|2022-08-20 00:16:44.305|US Bank
17592186045087|4882183471046329225|2022-08-20 04:43:52.463|Best Egg
19791209300393|4882464946023039547|2022-08-20 23:54:47.461|Marcus by Goldman Sachs
13194139533475|4882464946023039216|2022-08-21 08:45:56.034|State Farm Bank
4398046511689|4882746420999750433|2022-08-22 13:39:29.738|Navy Federal Credit Union
21990232556067|4882746420999750369|2022-08-22 18:44:49.6|Roofstock
21990232556108|4883309370953171747|2022-08-24 02:55:39.496|BlueVine
26388279067279|4883309370953171823|2022-08-24 05:41:23.144|Navy Federal Credit Union
24189255811412|4883309370953171395|2022-08-24 12:24:56.423|SunTrust
8796093022778|4883309370953171716|2022-08-24 18:10:30.693|Roofstock
51|4883590845929881680|2022-08-25 00:08:51.862|LightStream
6597069767000|4883590845929882057|2022-08-25 02:59:17.168|Bank of America
2199023255607|4883590845929881689|2022-08-25 07:34:59.578|LendingClub
15393162789435|4883872320906593033|2022-08-26 02:55:50.039|Upgrade
4398046511838|4883872320906593227|2022-08-26 08:46:52.523|Prosper
26388279067065|4883872320906592851|2022-08-26 15:38:49.834|Prosper
10995116278277|4883872320906592955|2022-08-26 16:44:28.944|Peerform
8796093022687|4884153795883303548|2022-08-27 06:15:17.827|PNC Bank
13194139533690|4884435270860014076|2022-08-28 04:26:35.591|SunTrust
19791209300327|4884435270860014040|2022-08-28 15:34:37.752|Fundrise
19791209300745|4884435270860014612|2022-08-28 16:08:15.672|US Bank
24189255811101|4884716745836724276|2022-08-29 06:57:44.193|State Farm Bank
24189255811161|4884716745836724365|2022-08-29 11:55:10.906|Upstart
26388279067293|4884716745836725126|2022-08-29 13:27:57.245|OneMain Financial
24189255811460|4884998220813435398|2022-08-30 06:24:18.937|Peerform
19791209300091|4884998220813435062|2022-08-30 15:11:24.611|Roofstock
24189255811388|4885279695790145968|2022-08-31 12:00:11.203|Fundrise
26388279066625|4885279695790145538|2022-08-31 12:01:48.911|Marcus by Goldman Sachs
24189255811464|4885279695790146061|2022-08-31 21:03:03.316|US Bank
21990232555796|4885561170766856584|2022-09-01 06:38:26.995|Best Egg
19791209300374|4885561170766856732|2022-09-01 09:08:41.085|BlueVine
17592186044635|4885842645743567159|2022-09-01 22:39:39.935|Peerform
6597069766911|4885842645743567214|2022-09-02 01:03:24.886|LendingPoint
4398046511116|4885842645743566867|2022-09-02 09:10:57.971|Citibank
13194139533765|4885842645743567464|2022-09-02 15:10:38.009|Fundrise
4398046511629|4885842645743567559|2022-09-02 16:41:56.62|RealtyMogul
21990232556146|4886405595696989007|2022-09-04 14:20:39.726|Prosper
24189255811621|4886687070673699558|2022-09-05 01:03:47.322|LightStream
19791209300091|4886687070673699000|2022-09-05 04:13:56.068|Upstart
10995116278005|4886687070673699169|2022-09-05 10:31:00.332|American Express
15393162789311|4886687070673699418|2022-09-05 20:47:31.303|Marcus by Goldman Sachs
26388279067293|4886968545650410373|2022-09-06 07:15:32.717|Citibank
24189255811283|4886968545650409771|2022-09-06 08:02:06.463|SoFi
26388279066700|4886968545650409589|2022-09-06 13:39:53.739|US Bank
26388279067233|4886968545650410299|2022-09-06 15:29:14.368|Patch of Land
15393162788943|4886968545650409595|2022-09-06 17:48:35.431|Marcus by Goldman Sachs
13194139533389|4887250020627120247|2022-09-07 12:14:30.083|Prosper
17592186045187|4887250020627121164|2022-09-07 12:51:11.951|LendingPoint
26388279067233|4887250020627120957|2022-09-07 16:10:31.216|SoFi
24189255811170|4887531495603830936|2022-09-07 21:51:52.605|Bank of America
21990232556067|4887531495603831519|2022-09-08 02:18:41.079|LightStream
24189255811568|4887531495603831448|2022-09-08 09:30:44.41|LightStream
26388279066767|4887812970580541651|2022-09-09 06:09:11.787|Best Egg
24189255811388|4888094445557252529|2022-09-10 11:15:39.293|SoFi
21990232555685|4888094445557252339|2022-09-10 16:24:28.993|Chase Bank
17592186044645|4888094445557252419|2022-09-10 19:17:00.027|US Bank
8796093022752|4888657395510674139|2022-09-12 08:29:43.706|OnDeck
28587302322219|4888657395510673474|2022-09-12 12:14:35.857|State Farm Bank
24189255811576|4888657395510674088|2022-09-12 14:07:03.011|Earnest
24189255811723|4889220345464095593|2022-09-14 11:15:41.164|Chase Bank
13194139533361|4889220345464094795|2022-09-14 12:04:20.891|TD Bank
26388279066709|4889220345464094854|2022-09-14 13:17:35.276|LendingClub
26388279066733|4889220345464094885|2022-09-14 15:10:13.371|SoFi
15393162789098|4889501820440805704|2022-09-15 08:24:59.225|Capital One
17592186045204|4889501820440806432|2022-09-15 13:43:59.944|LendingClub
497|4889501820440806042|2022-09-15 14:27:00.439|Best Egg
13194139533676|4889783295417516512|2022-09-15 23:38:18.051|Patch of Land
21990232556159|4890346245370938204|2022-09-18 06:22:02.686|Peerform
28587302322219|4890346245370937413|2022-09-18 10:28:27.037|Fundbox
17592186044645|4890346245370937666|2022-09-18 14:32:37.464|American Express
26388279067279|4890346245370938224|2022-09-18 18:58:49.73|Capital One
4398046511731|4890346245370938196|2022-09-18 19:59:54.334|SunTrust
17592186045137|4890346245370938306|2022-09-18 21:34:36.876|American Express
21990232555853|4890627720347648443|2022-09-19 06:02:41.302|Funding Circle
6597069766839|4890627720347648268|2022-09-19 10:10:11.385|Upstart
24189255811621|4890627720347648741|2022-09-19 10:48:12.795|Peerform
24189255811490|4890909195324359217|2022-09-20 12:01:28.039|Bank of America
24189255811686|4891190670301070151|2022-09-20 23:39:11.184|Rocket Loans
17592186044645|4891190670301069633|2022-09-21 08:58:56.813|Kabbage
26388279066981|4891472145277780438|2022-09-22 07:02:34.172|Peerform
4398046511240|4891472145277780168|2022-09-22 08:47:49.897|Peerform
17592186044823|4891472145277780510|2022-09-22 10:28:33.187|Avant
10995116278292|4891472145277780687|2022-09-22 20:49:50.645|Fundrise
8796093022782|4891753620254491403|2022-09-22 22:25:15.847|Marcus by Goldman Sachs
8796093022574|4891753620254491105|2022-09-23 09:03:11.476|LendingPoint
6597069766679|4891753620254490662|2022-09-23 10:17:03.788|TD Bank
24189255811737|4891753620254491522|2022-09-23 20:20:29.879|OneMain Financial
24189255811305|4892035095231201605|2022-09-23 22:17:28.758|LendingPoint
26388279066866|4892035095231201626|2022-09-23 23:30:21.345|LendingPoint
13194139533486|4892035095231201533|2022-09-24 20:53:53.66|TD Bank
24189255811183|4892598045184622759|2022-09-26 01:39:37.057|Wells Fargo
250|4892598045184622954|2022-09-26 01:51:20.455|Capital One
17592186044664|4892598045184622948|2022-09-26 04:30:36.714|LendingClub
28587302322855|4892598045184623502|2022-09-26 10:05:56.181|Wells Fargo
21990232555539|4892598045184622620|2022-09-26 13:14:42.229|TD Bank
26388279066733|4892598045184622756|2022-09-26 21:14:33.269|Bank of America
17592186044823|4892879520161333789|2022-09-26 23:40:24.905|Upgrade
26388279066773|4892879520161333469|2022-09-27 01:26:52.7|Discover
24189255811803|4892879520161334217|2022-09-27 04:47:24.041|OnDeck
21990232555660|4892879520161333455|2022-09-27 12:09:37.553|Avant
13194139534088|4892879520161334291|2022-09-27 17:24:04.601|LightStream
21990232555607|4892879520161333384|2022-09-27 20:26:23.02|Marcus by Goldman Sachs
19791209300622|4893160995138044781|2022-09-27 22:16:44.241|Prosper
2199023255746|4893160995138044185|2022-09-28 00:10:08.839|LendingPoint
26388279066625|4893160995138043905|2022-09-28 05:11:23.014|LendingClub
10995116277957|4893442470114754845|2022-09-29 05:35:34.251|Citibank
17592186044974|4893442470114755319|2022-09-29 06:28:04.549|BlueVine
19791209300020|4893723945091465300|2022-09-30 11:25:42.907|Earnest
10995116277884|4893723945091465401|2022-09-30 17:45:01.451|Peerform
21990232556205|4893723945091466134|2022-09-30 19:38:02.789|Prosper
24189255811358|4894005420068176276|2022-10-01 05:35:11.99|Fundrise
372|4894286895044887023|2022-10-02 05:54:43.425|Prosper
10995116277827|4894286895044886637|2022-10-02 12:05:37.569|Upgrade
15393162789261|4894286895044887054|2022-10-02 17:17:05.484|Prosper
19791209300630|4894568370021598080|2022-10-03 16:11:10.353|LendingPoint
21990232555685|4894568370021597425|2022-10-03 16:59:32.731|US Bank
6597069767198|4894849844998308568|2022-10-04 08:51:26.065|RealtyMogul
4398046511208|4894849844998307999|2022-10-04 15:08:13.316|OnDeck
26388279066981|4895131319975018963|2022-10-05 00:16:59.656|Citibank
15393162789629|4895131319975019523|2022-10-05 17:10:28.772|LendingPoint
26388279067009|4895131319975019009|2022-10-05 22:02:35.947|Peerform
646|4895694269928440673|2022-10-07 11:48:16.193|Roofstock
17592186045180|4895694269928440834|2022-10-07 14:12:27.186|LendingPoint
17592186045069|4895694269928440683|2022-10-07 15:03:56.66|US Bank
28587302322297|4895694269928439986|2022-10-07 18:23:08.826|LendingClub
21990232556020|4895694269928440481|2022-10-07 19:12:22.883|SunTrust
17592186045180|4895975744905151489|2022-10-08 05:23:58.089|Kabbage
26388279067065|4895975744905151062|2022-10-08 13:06:14.195|PNC Bank
19791209300659|4896257219881862046|2022-10-09 14:25:24.678|Chase Bank
28587302322848|4896257219881862027|2022-10-09 17:36:08.468|Kabbage
26388279066799|4896538694858572034|2022-10-10 06:47:16.316|Kabbage
19791209300745|4896820169835283477|2022-10-11 15:04:51.947|Wells Fargo
26388279067181|4896820169835283190|2022-10-11 16:49:56.102|Avant
13194139533662|4897101644811993552|2022-10-12 10:59:21.872|Chase Bank
10995116277894|4897664594765414596|2022-10-13 23:41:06.683|OnDeck
24189255811394|4897664594765414834|2022-10-14 04:45:34.336|Fundbox
6597069767393|4897664594765415374|2022-10-14 06:05:18.323|PNC Bank
26388279067423|4897664594765415471|2022-10-14 06:29:14.256|Discover
28587302322416|4897664594765414739|2022-10-14 12:48:57.743|TD Bank
28587302322203|4897664594765414447|2022-10-14 14:34:43.402|Discover
26388279067115|4897664594765415058|2022-10-14 16:11:54.437|TD Bank
15393162789579|4897664594765415356|2022-10-14 16:52:09.392|Navy Federal Credit Union
10995116278292|4897664594765415120|2022-10-14 17:18:05.007|Rocket Loans
2199023256131|4897946069742125844|2022-10-15 02:18:41.946|Chase Bank
28587302322302|4898227544718835900|2022-10-16 14:24:40.754|Patch of Land
28587302322181|4898227544718835718|2022-10-16 17:41:22.075|Chase Bank
8796093022820|4898509019695547200|2022-10-17 10:19:18.802|Discover
26388279067233|4898509019695547198|2022-10-17 17:41:42.365|Avant
26388279067421|4898790494672258093|2022-10-18 07:36:51.06|Peerform
6597069766712|4898790494672257118|2022-10-18 20:01:03.476|American Express
17592186044455|4899071969648967742|2022-10-19 14:01:23.252|SunTrust
19791209300226|4899634919602389363|2022-10-20 22:53:12.275|Earnest
28587302322416|4899634919602389328|2022-10-21 06:24:11.597|RealtyMogul
26388279067421|4899634919602390060|2022-10-21 13:19:41.344|Discover
21990232555657|4899634919602389194|2022-10-21 19:13:17.453|TD Bank
28587302322685|4899916394579100334|2022-10-22 00:36:48.774|Funding Circle
19791209300413|4899916394579100247|2022-10-22 17:16:18.437|Kabbage
19791209300327|4899916394579100122|2022-10-22 20:47:32.747|Roofstock
10995116277827|4900197869555810412|2022-10-23 14:14:49.273|State Farm Bank
24189255811824|4900197869555811307|2022-10-23 16:45:38.801|Fundbox
21990232556205|4900197869555811223|2022-10-23 20:16:42.809|OnDeck
17592186044664|4900479344532521317|2022-10-23 23:32:15.097|Avant
